比奇传送石	2	340	1	0	239	0	-1	5	-1	0	0	0
随机传送石	2	338	1	0	239	0	-1	7	-1	0	0	0
修复神水	2	328	10	0	0	0	-1	5	-1	0	0	0
千里传音	2	330	25	0	239	0	-1	2	-1	0	0	0
千里传音(大)	2	329	50	0	239	0	-1	1	-1	0	0	0
特制梳子	2	331	100	0	255	0	-1	9	-1	0	0	0
金条	2	46	100	0	0	0	-1	8	-1	0	0	0
一心一意包	0	320	10	0	0	0	-1	2	-1	0	0	0
心心相印包	0	321	10	0	0	0	-1	0	-1	0	0	0
飞火流星包	0	322	10	0	0	0	-1	0	-1	0	0	0
浪漫星雨包	0	323	10	0	0	0	-1	0	-1	0	0	0
绮梦幻想包	0	324	10	0	0	0	-1	0	-1	0	0	0
长空火舞包	0	325	10	0	0	0	-1	1	-1	0	0	0
如雾似梦包	0	326	10	0	0	0	-1	1	-1	0	0	0
庆典蛋糕	0	327	50	0	0	0	-1	3	-1	0	0	0
1元宝	3	344	1	0	0	0	-1	1	-1	0	0	0
5元宝	3	345	5	0	0	0	-1	1	-1	0	0	0
10元宝	3	346	10	0	0	0	-1	1	-1	0	0	0
20元宝	3	347	20	0	0	0	-1	1	-1	0	0	0
50元宝	3	348	50	0	0	0	-1	0	-1	0	0	0
100元宝	3	349	100	0	0	0	-1	0	-1	0	0	0
200元宝	3	350	200	0	0	0	-1	0	-1	0	0	0
500元宝	3	351	500	0	0	0	-1	0	-1	0	0	0
雪霜捆药绳	2	465	15	0	0	0	-1	0	-1	0	0	0
太阳水捆药绳	2	464	10	0	0	0	-1	0	-1	0	0	0
